review_id,product_id,order_id,customer_id,review_score,review_text
1001515,508,509000509,1000248,1,"Best Harper, Williams and Gonzalez A I've bought. Amazing features."
1001516,616,510000510,1000248,5,"Excellent quality Knight, Mcdaniel and King During. Perfect fit."
1001517,24,510000510,1000248,1,Excellent quality Lawrence-Smith Either. Excellent build quality.
1001518,760,511000511,1000248,5,Disappointed with this Lopez-Best See. Doesn't fit well.
1001519,602,511000511,1000248,4,Average Hayes Group Challenge. Standard quality.
1001520,487,511000511,1000248,2,"Easy to use, however Complicated to use."
1001521,618,511000511,1000248,1,Poor quality Bishop-Russo Begin. Overpriced.
1001522,936,512000512,1000248,4,"Best Adams, Chavez and Benson Method I've bought. Superior performance."
1001523,629,512000512,1000248,5,"Excellent build quality, however Underperforms."
1001524,801,512000512,1000248,2,Excellent quality Howard-Ramirez Million. Incredible value.
1001525,330,513000513,1000249,1,Wouldn't recommend. Missing features.
1001526,362,513000513,1000249,1,"Not bad, but not great. Could be better."
1001527,549,513000513,1000249,2,Had issues with Short battery life.
1001528,60,513000513,1000249,3,Best Middleton Inc Region I've bought. Superior performance.
1001529,947,513000513,1000249,2,Great Williams Group Deep! Amazing features. Highly recommend!
1001530,589,513000513,1000249,3,"Not bad, but not great. Could be better."
1001531,651,513000513,1000249,5,"Disappointed with this Padilla, Rodriguez and Moreno Occur. Doesn't fit well."
1001532,686,514000514,1000249,5,Good enough for the price. Standard quality.
1001533,221,515000515,1000249,5,Excellent quality Drake-Reed Mission. Excellent build quality.
1001534,802,515000515,1000249,5,Wouldn't recommend. Missing features.
1001535,363,516000516,1000249,3,Had issues with Unappealing design.
1001536,523,516000516,1000249,4,"Disappointed with this Phillips, Baker and Mathis Although. Short battery life."
1001537,117,516000516,1000249,3,"Poor quality Phillips, Liu and Williams Hundred. Short battery life."
1001538,630,517000517,1000250,1,Poor quality Garrison-Rasmussen Along. Complicated to use.
1001539,812,517000517,1000250,1,Really happy with this purchase. Great customer service and Amazing features.
1001540,203,517000517,1000250,4,Excellent quality Jackson Inc Kitchen. Perfect fit.
1001541,811,517000517,1000250,5,Not worth the price. Overpriced.
1001542,773,518000518,1000250,1,"Not bad, but not great. Meets basic expectations."
1001543,967,518000518,1000250,3,Disappointed with this Spencer Inc Leader. Poor build quality.
1001544,436,519000519,1000252,3,"Not bad, but not great. Could be better."
1001545,169,519000519,1000252,4,Excellent quality Mckinney LLC Want. Easy to use.
1001546,159,519000519,1000252,3,"Not bad, but not great. Average performance."
1001547,807,519000519,1000252,1,Perfect fit. Worth every penny!
1001548,3,520000520,1000253,2,"Disappointed with this Barry, Mclaughlin and Burton Why. Doesn't fit well."
1001549,828,520000520,1000253,1,Had issues with Short battery life.
1001550,817,520000520,1000253,1,"Fast shipping, however Underperforms."
1001551,553,521000521,1000253,4,Great Jordan-Cantu Consumer! Incredible value. Highly recommend!
1001552,583,521000521,1000253,2,Had issues with Underperforms.
1001553,1,521000521,1000253,3,Disappointed with this Sanchez PLC Certain. Poor build quality.
1001554,994,522000522,1000254,2,"Average Dominguez, Stewart and George Enjoy. Average performance."
1001555,316,522000522,1000254,3,Really happy with this purchase. Beautiful design and Long battery life.
1001556,179,523000523,1000254,2,Best Taylor-Henry Southern I've bought. Great customer service.
1001557,302,523000523,1000254,1,Excellent quality Craig-Hogan There. Beautiful design.
1001558,773,523000523,1000254,5,Great customer service. Worth every penny!
1001559,726,524000524,1000254,4,Incredible value. Worth every penny!
1001560,933,524000524,1000254,2,"Decent Gates PLC Try. Long battery life, but Unresponsive customer service."
1001561,687,524000524,1000254,4,Excellent quality Jones Group Guy. Incredible value.
1001562,200,525000525,1000256,2,"Not bad, but not great. Fair for the price."
1001563,668,526000526,1000256,5,Had issues with Complicated to use.
1001564,441,527000527,1000257,4,"Great Moore, Townsend and Gallegos Report! Amazing features. Highly recommend!"
1001565,564,528000528,1000257,5,Perfect fit. Worth every penny!
1001566,407,528000528,1000257,1,"Great Davis, Jensen and Carlson Small! Incredible value. Highly recommend!"
1001567,755,529000529,1000258,1,Good enough for the price. Meets basic expectations.
1001568,900,529000529,1000258,2,Had issues with Complicated to use.
1001569,610,530000530,1000258,4,"Decent West, Wiley and Gilbert Here. Incredible value, but Unresponsive customer service."
1001570,56,530000530,1000258,5,"Excellent quality Mendoza, Mcpherson and Cole Challenge. Superior performance."
1001571,95,530000530,1000258,5,"Excellent quality Lynch, Gutierrez and Fitzpatrick Add. Beautiful design."
1001572,540,531000531,1000258,1,Poor quality Hale Inc Spend. Unresponsive customer service.
1001573,681,531000531,1000258,2,"Incredible value, however Complicated to use."
1001574,580,531000531,1000258,3,Superior performance. Worth every penny!
1001575,390,531000531,1000258,1,Wouldn't recommend. Short battery life.
1001576,76,532000532,1000259,2,"Poor quality Simmons, Franco and Perez Task. Underperforms."
1001577,699,532000532,1000259,3,Wouldn't recommend. Overpriced.
1001578,300,533000533,1000260,4,Had issues with Missing features.
1001579,374,533000533,1000260,1,Good enough for the price. Average performance.
1001580,462,533000533,1000260,5,"Amazing features, however Slow delivery."
1001581,469,534000534,1000260,1,Excellent quality Shea-Jackson Seem. Excellent build quality.
1001582,352,534000534,1000260,4,Great customer service. Worth every penny!
1001583,928,534000534,1000260,2,Not worth the price. Complicated to use.
1001584,925,534000534,1000260,1,Great Nichols Inc Throughout! Beautiful design. Highly recommend!
1001585,64,535000535,1000260,4,"Great customer service, however Overpriced."
1001586,166,535000535,1000260,2,Disappointed with this Blevins-Novak Bit. Short battery life.
1001587,553,536000536,1000261,5,Not worth the price. Missing features.
1001588,477,536000536,1000261,4,"Best Lynch, Henderson and Dorsey At I've bought. Perfect fit."
1001589,59,536000536,1000261,4,Poor quality Davidson-Bauer Outside. Poor build quality.
1001590,173,537000537,1000261,5,Great Hancock Inc Success! Great customer service. Highly recommend!
1001591,182,537000537,1000261,4,"Not bad, but not great. Fair for the price."
1001592,963,537000537,1000261,4,Poor quality Ramirez LLC Treatment. Doesn't fit well.
1001593,567,538000538,1000261,4,Best Hall-Esparza Pretty I've bought. Beautiful design.
1001594,188,538000538,1000261,3,Great Martinez Ltd Interview! Fast shipping. Highly recommend!
1001595,441,538000538,1000261,2,"Best Moore, Townsend and Gallegos Report I've bought. Superior performance."
1001596,702,539000539,1000262,1,Not worth the price. Unresponsive customer service.
1001597,74,539000539,1000262,3,Really happy with this purchase. Excellent build quality and Incredible value.
1001598,802,540000540,1000262,2,Great Morgan PLC Building! Easy to use. Highly recommend!
1001599,290,540000540,1000262,1,"Not bad, but not great. Meets basic expectations."
1001600,734,540000540,1000262,2,Had issues with Doesn't fit well.
1001601,360,540000540,1000262,4,"Disappointed with this Davidson, Oneal and Thornton Manager. Complicated to use."
1001602,803,541000541,1000263,2,Great Floyd-Anderson Memory! Great customer service. Highly recommend!
1001603,27,541000541,1000263,2,Best Mendoza-Hernandez Suffer I've bought. Amazing features.
1001604,445,541000541,1000263,4,Really happy with this purchase. Excellent build quality and Perfect fit.
1001605,468,542000542,1000263,5,"Great customer service, however Overpriced."
1001606,969,542000542,1000263,2,Easy to use. Worth every penny!
1001607,968,543000543,1000263,3,Had issues with Missing features.
1001608,376,543000543,1000263,5,Wouldn't recommend. Unappealing design.
1001609,150,543000543,1000263,3,"Best Rodriguez, Kent and Morrow Beat I've bought. Perfect fit."
1001610,718,544000544,1000264,1,"Disappointed with this Luna, Kelly and Palmer Stock. Unresponsive customer service."
1001611,674,544000544,1000264,1,Great Lucas and Sons Truth! Perfect fit. Highly recommend!
1001612,555,544000544,1000264,1,"Disappointed with this Short, Wood and Green Watch. Overpriced."
1001613,899,545000545,1000264,5,Poor quality Williams-Grimes Story. Unresponsive customer service.
1001614,276,545000545,1000264,1,Poor quality Gibson-Watkins Conference. Overpriced.
1001615,63,546000546,1000264,5,Poor quality Davis-Davis Special. Poor build quality.
1001616,199,546000546,1000264,2,Wouldn't recommend. Complicated to use.
1001617,369,546000546,1000264,3,"Disappointed with this Sandoval, Perry and Leonard Less. Unappealing design."
1001618,89,547000547,1000264,3,"Excellent quality Lawrence, Reed and Rich Discussion. Beautiful design."
1001619,954,547000547,1000264,1,Poor quality Henderson Ltd Everybody. Unappealing design.
1001620,640,547000547,1000264,4,Easy to use. Worth every penny!
1001621,619,547000547,1000264,5,Not worth the price. Unappealing design.
1001622,830,547000547,1000264,4,Wouldn't recommend. Unappealing design.
1001623,300,547000547,1000264,1,Good enough for the price. Meets basic expectations.
1001624,4,547000547,1000264,5,Not worth the price. Underperforms.
1001625,846,548000548,1000265,5,Great customer service. Worth every penny!
1001626,302,548000548,1000265,3,Really happy with this purchase. Fast shipping and Great customer service.
1001627,385,548000548,1000265,1,"Not bad, but not great. Fair for the price."
1001628,906,549000549,1000265,4,Poor quality Woods-Terrell In. Poor build quality.
1001629,818,550000550,1000266,2,Had issues with Short battery life.
1001630,755,550000550,1000266,1,"Excellent quality Thomas, Zimmerman and Rich Put. Easy to use."
1001631,239,550000550,1000266,1,"Poor quality Williams, Ray and Williams Chance. Underperforms."
1001632,920,550000550,1000266,2,Had issues with Unresponsive customer service.
1001633,104,551000551,1000267,5,Poor quality Rodriguez Ltd Outside. Underperforms.
1001634,261,551000551,1000267,2,Not worth the price. Underperforms.
1001635,856,551000551,1000267,3,Excellent quality Brown and Sons Property. Incredible value.
1001636,526,551000551,1000267,1,Had issues with Unresponsive customer service.
1001637,160,551000551,1000267,1,"Great Jenkins, Farmer and Clark Rest! Perfect fit. Highly recommend!"
1001638,732,552000552,1000268,5,Average Henry-Walters Perform. Could be better.
1001639,944,552000552,1000268,3,Poor quality Carrillo Inc Wait. Overpriced.
1001640,811,552000552,1000268,5,Great Williams-Dean Couple! Great customer service. Highly recommend!
1001641,293,552000552,1000268,1,Really happy with this purchase. Excellent build quality and Perfect fit.
1001642,946,553000553,1000268,1,"Easy to use, however Underperforms."
1001643,59,553000553,1000268,1,Excellent quality Davidson-Bauer Outside. Great customer service.
1001644,138,553000553,1000268,4,Wouldn't recommend. Underperforms.
1001645,913,554000554,1000268,2,Wouldn't recommend. Unresponsive customer service.
1001646,972,555000555,1000270,2,"Superior performance, however Unappealing design."
1001647,873,555000555,1000270,4,Best Thomas-Beard Imagine I've bought. Great customer service.
1001648,469,555000555,1000270,5,"Easy to use, however Poor build quality."
1001649,79,555000555,1000270,4,Not worth the price. Poor build quality.
1001650,91,555000555,1000270,2,"Poor quality Baker, Alvarez and Cooper Hour. Overpriced."
1001651,890,555000555,1000270,1,"Superior performance, however Doesn't fit well."
1001652,132,555000555,1000270,5,Best Rodriguez-Brown Unit I've bought. Fast shipping.
1001653,797,556000556,1000270,1,"Best Barnes, Howard and Mcgee Follow I've bought. Great customer service."
1001654,771,556000556,1000270,3,Really happy with this purchase. Perfect fit and Amazing features.
1001655,194,556000556,1000270,1,Had issues with Unappealing design.
1001656,139,556000556,1000270,3,Best Hunter PLC Try I've bought. Perfect fit.
1001657,955,557000557,1000271,1,Best Garrison Ltd Either I've bought. Great customer service.
1001658,652,557000557,1000271,2,Not worth the price. Overpriced.
1001659,393,557000557,1000271,5,Best Moore-Gates Movie I've bought. Excellent build quality.
1001660,14,558000558,1000271,4,"Excellent quality Williams, Tucker and Bennett Crime. Beautiful design."
1001661,582,558000558,1000271,4,Had issues with Underperforms.
1001662,114,559000559,1000272,4,Had issues with Short battery life.
1001663,641,559000559,1000272,3,"Perfect fit, however Poor build quality."
1001664,843,559000559,1000272,1,"Best Tran, Hicks and Carroll Heavy I've bought. Perfect fit."
1001665,615,559000559,1000272,1,Not worth the price. Underperforms.
1001666,345,559000559,1000272,3,Excellent quality Bautista and Sons Movement. Incredible value.
1001667,402,559000559,1000272,4,Good enough for the price. Meets basic expectations.
1001668,527,560000560,1000273,5,Really happy with this purchase. Beautiful design and Beautiful design.
1001669,853,560000560,1000273,4,Had issues with Missing features.
1001670,386,560000560,1000273,2,Best Sheppard Group From I've bought. Superior performance.
1001671,242,561000561,1000274,1,"Average Pitts, Schmidt and Anderson System. Fair for the price."
1001672,507,561000561,1000274,1,Great Clark-Henderson North! Amazing features. Highly recommend!
1001673,96,562000562,1000274,1,Disappointed with this Leonard-Burns Believe. Complicated to use.
1001674,640,562000562,1000274,5,"Best Barnett, Bennett and Adams Employee I've bought. Superior performance."
1001675,576,562000562,1000274,4,"Great Cain, Mckee and Rogers Manage! Beautiful design. Highly recommend!"
1001676,217,562000562,1000274,5,Wouldn't recommend. Missing features.
1001677,434,563000563,1000275,2,Wouldn't recommend. Overpriced.
1001678,975,564000564,1000275,3,Not worth the price. Underperforms.
1001679,462,564000564,1000275,2,Best Garcia PLC Attention I've bought. Beautiful design.
1001680,721,564000564,1000275,3,Excellent build quality. Worth every penny!
1001681,163,565000565,1000277,5,Had issues with Underperforms.
1001682,36,565000565,1000277,2,Excellent quality Welch Inc Federal. Easy to use.
1001683,222,566000566,1000277,5,"Average Sandoval, Soto and Rodriguez They. Standard quality."
1001684,942,566000566,1000277,5,"Poor quality Moore, Warner and Black Ever. Slow delivery."
1001685,91,566000566,1000277,4,Not worth the price. Missing features.
1001686,790,567000567,1000277,1,"Not bad, but not great. Average performance."
1001687,933,567000567,1000277,1,Incredible value. Worth every penny!
1001688,804,568000568,1000278,1,Great Ruiz and Sons Hand! Excellent build quality. Highly recommend!
1001689,269,568000568,1000278,1,Really happy with this purchase. Perfect fit and Long battery life.
1001690,798,568000568,1000278,4,Good enough for the price. Could be better.
1001691,330,568000568,1000278,4,Excellent quality Doyle-Maldonado Process. Great customer service.
1001692,624,569000569,1000278,4,Had issues with Poor build quality.
1001693,222,569000569,1000278,3,"Best Sandoval, Soto and Rodriguez They I've bought. Easy to use."
1001694,335,570000570,1000279,3,Poor quality Ayala-Jones Politics. Short battery life.
1001695,301,570000570,1000279,3,Good enough for the price. Meets basic expectations.
1001696,220,570000570,1000279,4,Really happy with this purchase. Excellent build quality and Perfect fit.
1001697,893,571000571,1000279,4,Not worth the price. Short battery life.
1001698,443,572000572,1000279,1,Excellent build quality. Worth every penny!
1001699,980,572000572,1000279,5,Really happy with this purchase. Superior performance and Incredible value.
1001700,286,572000572,1000279,5,"Decent Wagner, Pierce and Reynolds Old. Easy to use, but Unresponsive customer service."
1001701,829,572000572,1000279,3,Not worth the price. Doesn't fit well.
1001702,448,572000572,1000279,1,"Excellent quality Williams, Burke and Brown Back. Easy to use."
1001703,542,573000573,1000280,1,"Poor quality Kennedy, Nolan and Johnson Garden. Poor build quality."
1001704,183,573000573,1000280,5,Excellent quality Hodges Inc Themselves. Superior performance.
1001705,812,573000573,1000280,2,Great Powell PLC Within! Superior performance. Highly recommend!
1001706,560,574000574,1000280,2,Great Scott-Brown Wind! Beautiful design. Highly recommend!
1001707,167,575000575,1000281,5,Average Humphrey Group Network. Standard quality.
1001708,673,575000575,1000281,2,Had issues with Complicated to use.
1001709,22,575000575,1000281,1,"Excellent build quality, however Unresponsive customer service."
1001710,153,575000575,1000281,4,Wouldn't recommend. Unresponsive customer service.
1001711,75,575000575,1000281,2,Incredible value. Worth every penny!
1001712,139,575000575,1000281,2,Had issues with Complicated to use.
1001713,386,575000575,1000281,3,Had issues with Short battery life.
1001714,864,575000575,1000281,1,"Long battery life, however Unappealing design."
1001715,26,575000575,1000281,5,Amazing features. Worth every penny!
1001716,138,575000575,1000281,1,Wouldn't recommend. Unappealing design.
1001717,388,576000576,1000281,2,Beautiful design. Worth every penny!
1001718,846,576000576,1000281,5,Beautiful design. Worth every penny!
1001719,26,577000577,1000282,1,Great Brown-Pennington Project! Beautiful design. Highly recommend!
1001720,117,577000577,1000282,3,Really happy with this purchase. Easy to use and Great customer service.
1001721,614,577000577,1000282,3,Poor quality Ramsey-Anderson School. Slow delivery.
1001722,824,577000577,1000282,3,"Fast shipping, however Missing features."
1001723,613,577000577,1000282,2,"Excellent quality Little, Vasquez and Rivera Different. Amazing features."
1001724,96,578000578,1000282,5,Perfect fit. Worth every penny!
1001725,882,578000578,1000282,2,"Excellent quality Hernandez, Proctor and Long Rise. Great customer service."
1001726,349,578000578,1000282,2,Average Hampton-Wilkins Describe. Meets basic expectations.
1001727,920,578000578,1000282,5,Wouldn't recommend. Underperforms.
1001728,189,578000578,1000282,5,Great customer service. Worth every penny!
1001729,206,579000579,1000282,5,"Best Baxter, Davis and Nelson Game I've bought. Beautiful design."
1001730,745,579000579,1000282,2,Disappointed with this Mccoy-Nelson Not. Short battery life.
1001731,651,579000579,1000282,2,Really happy with this purchase. Fast shipping and Amazing features.
1001732,674,580000580,1000282,5,Had issues with Overpriced.
1001733,592,581000581,1000282,4,"Excellent quality Williams, Mccarty and Stewart Tonight. Amazing features."
1001734,247,581000581,1000282,3,"Average Lang, Gibson and Bryant Involve. Meets basic expectations."
1001735,458,582000582,1000284,3,Not worth the price. Overpriced.
1001736,629,582000582,1000284,2,Best Thompson PLC West I've bought. Long battery life.
1001737,410,583000583,1000284,3,"Best Carney, Terry and Ray Information I've bought. Perfect fit."
1001738,825,583000583,1000284,4,Superior performance. Worth every penny!
1001739,375,584000584,1000286,1,"Excellent quality Evans, Mcdonald and Garner Able. Excellent build quality."
1001740,906,584000584,1000286,3,Had issues with Doesn't fit well.
1001741,763,585000585,1000287,4,Average Guerrero LLC Cover. Average performance.
1001742,195,586000586,1000287,1,Had issues with Poor build quality.
1001743,535,586000586,1000287,4,Not worth the price. Short battery life.
1001744,388,587000587,1000287,5,Not worth the price. Complicated to use.
1001745,407,588000588,1000287,1,"Average Davis, Jensen and Carlson Small. Could be better."
1001746,543,589000589,1000288,1,Had issues with Slow delivery.
1001747,952,589000589,1000288,5,Not worth the price. Slow delivery.
1001748,837,589000589,1000288,5,Poor quality Robinson and Sons Choose. Poor build quality.
1001749,440,589000589,1000288,5,Excellent quality Munoz-Davis Easy. Great customer service.
1001750,839,590000590,1000288,3,"Long battery life, however Unappealing design."
1001751,743,590000590,1000288,5,"Poor quality Cisneros, Duran and Fowler Floor. Poor build quality."
1001752,662,591000591,1000288,2,"Disappointed with this Jimenez, Miller and Cannon Bring. Missing features."
1001753,65,591000591,1000288,4,"Long battery life, however Missing features."
1001754,522,592000592,1000289,5,Not worth the price. Doesn't fit well.
1001755,217,593000593,1000289,2,Really happy with this purchase. Beautiful design and Amazing features.
1001756,21,593000593,1000289,3,Wouldn't recommend. Poor build quality.
1001757,910,593000593,1000289,4,"Decent Martin-Duarte Bring. Superior performance, but Short battery life."
1001758,840,594000594,1000289,2,"Decent Spencer Group Author. Perfect fit, but Missing features."
1001759,795,594000594,1000289,1,"Excellent quality Smith, Cervantes and Suarez Sit. Superior performance."
1001760,13,594000594,1000289,3,Wouldn't recommend. Slow delivery.
1001761,877,594000594,1000289,2,Really happy with this purchase. Perfect fit and Long battery life.
1001762,943,595000595,1000289,2,"Not bad, but not great. Fair for the price."
1001763,603,595000595,1000289,3,"Superior performance, however Complicated to use."
1001764,981,595000595,1000289,3,Average Smith Group Job. Average performance.
1001765,165,595000595,1000289,2,Average Stout and Sons Staff. Standard quality.
1001766,825,596000596,1000289,5,"Great Costa, Acosta and Thomas Recognize! Great customer service. Highly recommend!"
1001767,872,596000596,1000289,2,Disappointed with this Snyder-Jones Work. Doesn't fit well.
1001768,897,596000596,1000289,2,Poor quality Huffman Group Million. Slow delivery.
1001769,199,596000596,1000289,2,Average Banks PLC Value. Average performance.
1001770,923,597000597,1000289,3,Amazing features. Worth every penny!
1001771,56,597000597,1000289,5,"Great Mendoza, Mcpherson and Cole Challenge! Great customer service. Highly recommend!"
1001772,715,597000597,1000289,1,Poor quality Pace Group Adult. Short battery life.
1001773,54,598000598,1000290,4,"Decent Snyder, Whitaker and Roberts Election. Superior performance, but Underperforms."
1001774,717,598000598,1000290,3,"Great Espinoza, Byrd and Williams Pm! Long battery life. Highly recommend!"
1001775,293,599000599,1000291,4,Wouldn't recommend. Missing features.
1001776,891,599000599,1000291,1,"Excellent quality Ford, Romero and Cruz Man. Great customer service."
1001777,539,600000600,1000292,3,"Decent Stevenson-Sanford Spring. Long battery life, but Slow delivery."
1001778,60,600000600,1000292,3,Excellent build quality. Worth every penny!
1001779,270,601000601,1000292,4,Really happy with this purchase. Fast shipping and Perfect fit.
1001780,263,601000601,1000292,2,Average Simon-Woodward Would. Could be better.
1001781,606,602000602,1000293,4,Not worth the price. Slow delivery.
1001782,758,602000602,1000293,4,Wouldn't recommend. Unresponsive customer service.
1001783,36,602000602,1000293,5,Not worth the price. Complicated to use.
1001784,605,603000603,1000294,4,Best Hill-Mitchell Once I've bought. Incredible value.
1001785,74,603000603,1000294,2,Good enough for the price. Meets basic expectations.
1001786,362,603000603,1000294,5,"Decent Hansen Group Single. Perfect fit, but Underperforms."
1001787,886,604000604,1000296,4,"Disappointed with this Vargas, Adams and Shelton Property. Short battery life."
1001788,892,604000604,1000296,1,Great Perry-Owen Order! Superior performance. Highly recommend!
1001789,566,604000604,1000296,5,Had issues with Poor build quality.
1001790,721,604000604,1000296,3,Excellent quality Cummings LLC Foot. Excellent build quality.
1001791,91,605000605,1000297,3,Not worth the price. Doesn't fit well.
1001792,690,605000605,1000297,1,Really happy with this purchase. Excellent build quality and Perfect fit.
1001793,973,605000605,1000297,2,Had issues with Missing features.
1001794,704,606000606,1000297,1,Beautiful design. Worth every penny!
1001795,558,606000606,1000297,1,"Disappointed with this Kim, Rice and Thompson Open. Overpriced."
1001796,423,607000607,1000297,4,"Great Duran, Smith and Harper Prepare! Amazing features. Highly recommend!"
1001797,412,607000607,1000297,1,Best Mercer and Sons International I've bought. Easy to use.
1001798,995,607000607,1000297,5,Great Brown and Sons Dog! Incredible value. Highly recommend!
1001799,79,608000608,1000298,2,Good enough for the price. Fair for the price.
1001800,129,608000608,1000298,5,Really happy with this purchase. Perfect fit and Fast shipping.
1001801,647,608000608,1000298,5,Best Lee-Roberts Yeah I've bought. Perfect fit.
1001802,731,609000609,1000299,4,Best Taylor-Lopez Fine I've bought. Excellent build quality.
1001803,669,609000609,1000299,2,Best Mcintosh Ltd Forget I've bought. Superior performance.
1001804,992,610000610,1000299,2,Great Cole-Anderson Be! Excellent build quality. Highly recommend!
1001805,353,610000610,1000299,4,"Best Miller, Rodriguez and Walton Ground I've bought. Excellent build quality."
1001806,944,610000610,1000299,4,"Not bad, but not great. Standard quality."
1001807,765,610000610,1000299,4,"Disappointed with this Smith, Bailey and Baker Present. Complicated to use."
1001808,231,610000610,1000299,3,Best Grant and Sons Rather I've bought. Incredible value.
1001809,737,611000611,1000299,4,"Disappointed with this Watts, Collins and Graham Story. Unappealing design."
1001810,55,611000611,1000299,4,"Not bad, but not great. Fair for the price."
1001811,408,612000612,1000299,4,Poor quality Shannon-Carter Claim. Complicated to use.
1001812,544,612000612,1000299,4,"Best Hall, Mcpherson and Johnson Ago I've bought. Long battery life."
1001813,791,612000612,1000299,5,Not worth the price. Doesn't fit well.
1001814,101,612000612,1000299,4,Really happy with this purchase. Incredible value and Excellent build quality.
1001815,808,612000612,1000299,4,"Disappointed with this Adams, Johnson and Gilmore Their. Overpriced."
1001816,86,612000612,1000299,1,Great Baker-Andrews Talk! Beautiful design. Highly recommend!
1001817,184,613000613,1000299,1,Great Owen Ltd Local! Excellent build quality. Highly recommend!
1001818,154,613000613,1000299,3,Wouldn't recommend. Slow delivery.
1001819,362,614000614,1000300,5,Excellent quality Hansen Group Single. Excellent build quality.
1001820,446,614000614,1000300,2,Wouldn't recommend. Doesn't fit well.
1001821,357,614000614,1000300,5,Average Simpson LLC Five. Average performance.
1001822,35,614000614,1000300,3,Really happy with this purchase. Excellent build quality and Easy to use.
1001823,393,615000615,1000300,2,Excellent quality Moore-Gates Movie. Superior performance.
1001824,863,615000615,1000300,4,Good enough for the price. Could be better.
1001825,824,615000615,1000300,2,"Not bad, but not great. Standard quality."
1001826,806,615000615,1000300,3,Average Hardin-Fuller How. Could be better.
1001827,376,616000616,1000301,4,Disappointed with this King and Sons Interesting. Short battery life.
1001828,163,616000616,1000301,1,Best Hill-Williams Human I've bought. Great customer service.
1001829,616,616000616,1000301,1,"Poor quality Knight, Mcdaniel and King During. Unappealing design."
1001830,773,617000617,1000301,4,Great customer service. Worth every penny!
1001831,381,617000617,1000301,3,"Not bad, but not great. Average performance."
1001832,120,617000617,1000301,4,Good enough for the price. Could be better.
1001833,276,618000618,1000301,4,Great Gibson-Watkins Conference! Long battery life. Highly recommend!
1001834,107,618000618,1000301,5,Disappointed with this Hayes-Williams Control. Doesn't fit well.
1001835,586,618000618,1000301,3,Excellent quality Mays Inc Goal. Superior performance.
1001836,613,619000619,1000301,2,Not worth the price. Complicated to use.
1001837,960,619000619,1000301,5,"Superior performance, however Underperforms."
1001838,976,619000619,1000301,2,Poor quality Clark PLC Note. Overpriced.
1001839,475,620000620,1000302,4,Average Wood-Cooke Why. Standard quality.
1001840,348,620000620,1000302,4,Not worth the price. Doesn't fit well.
1001841,335,620000620,1000302,4,Excellent build quality. Worth every penny!
1001842,981,621000621,1000302,2,Excellent quality Smith Group Job. Perfect fit.
1001843,809,621000621,1000302,2,Had issues with Overpriced.
1001844,73,621000621,1000302,5,"Excellent quality Knox, Smith and Gentry No. Superior performance."
1001845,457,622000622,1000302,5,Wouldn't recommend. Complicated to use.
1001846,852,622000622,1000302,1,Had issues with Underperforms.
1001847,972,622000622,1000302,4,Wouldn't recommend. Overpriced.
1001848,282,622000622,1000302,4,Good enough for the price. Standard quality.
1001849,98,623000623,1000303,2,Best Sullivan Inc Star I've bought. Fast shipping.
1001850,888,623000623,1000303,3,Great Allen LLC Walk! Easy to use. Highly recommend!
1001851,425,623000623,1000303,1,Disappointed with this Clarke and Sons Open. Overpriced.
1001852,742,624000624,1000304,3,Excellent quality Carter-Lawson Itself. Beautiful design.
1001853,139,624000624,1000304,3,Poor quality Hunter PLC Try. Overpriced.
1001854,261,624000624,1000304,4,Best Stewart-Murphy At I've bought. Easy to use.
1001855,883,624000624,1000304,3,"Decent Watkins-Ortiz Ten. Amazing features, but Unappealing design."
1001856,997,625000625,1000304,4,Excellent quality Woodward-Carr Quite. Excellent build quality.
1001857,172,625000625,1000304,4,"Great Powell, Solis and Dunn Shoulder! Fast shipping. Highly recommend!"
1001858,899,625000625,1000304,3,Had issues with Slow delivery.
1001859,973,625000625,1000304,1,Had issues with Overpriced.
1001860,719,625000625,1000304,4,Not worth the price. Underperforms.
1001861,204,625000625,1000304,3,"Decent Johnston-Swanson Nor. Amazing features, but Doesn't fit well."
1001862,196,626000626,1000306,4,Disappointed with this Matthews-Morgan Must. Slow delivery.
1001863,836,626000626,1000306,1,"Superior performance, however Complicated to use."
1001864,433,626000626,1000306,4,Great Martinez Ltd A! Amazing features. Highly recommend!
1001865,791,626000626,1000306,4,Great Davis-Smith Parent! Perfect fit. Highly recommend!
1001866,887,626000626,1000306,5,Great Mclaughlin Group Moment! Fast shipping. Highly recommend!
1001867,841,627000627,1000306,5,"Poor quality Smith, Brown and Simpson Civil. Unresponsive customer service."
1001868,371,627000627,1000306,4,Wouldn't recommend. Poor build quality.
1001869,531,628000628,1000307,2,Good enough for the price. Average performance.
1001870,648,628000628,1000307,3,"Best Morris, Savage and Payne Same I've bought. Beautiful design."
1001871,616,629000629,1000308,4,Not worth the price. Complicated to use.
1001872,71,629000629,1000308,3,Poor quality Chavez PLC Next. Doesn't fit well.
1001873,111,630000630,1000308,4,"Best Kim, Frederick and Garcia Everybody I've bought. Superior performance."
1001874,33,630000630,1000308,4,Average Brown and Sons Effect. Meets basic expectations.
1001875,260,631000631,1000309,1,Excellent quality Bowman-Cisneros Office. Excellent build quality.
1001876,80,631000631,1000309,5,Excellent quality Huerta Ltd Appear. Amazing features.
1001877,937,632000632,1000309,1,Excellent quality Randall-Cannon Material. Beautiful design.
1001878,292,632000632,1000309,2,Had issues with Complicated to use.
