product_id,category_id,subcategory_id,product_name,description,base_price,sale_price,stock_quantity,weight_kg,is_active,created_at,brand,sku,rating,review_count
271,5,502,Johnson and Sons Base,Car air where difficult. Glass employee other example guess report. Mouth traditional rule prove wear floor street.,494.75,414.31,862,9.07,False,2025-01-08 10:23:44.104742,Roberts Inc,SKU-57059,4.9,68
272,2,202,"Hill, Johnson and Ramos Yeah","Yeah same improve tonight seek work letter. Break myself head government house.
Discussion check hard and. Laugh return road necessary bit mouth nation.",817.06,745.42,668,9.95,True,2024-12-13 10:23:44.104742,Johnson Group,SKU-64477,4.4,62
273,4,402,"Hayes, Rosario and Berg Politics","Order subject at write point short. Fact point present since full purpose.
Even material would movie speak executive. Hand safe none almost deep.",91.84,88.09,225,5.91,True,2025-01-12 10:23:44.104742,Walker and Sons,SKU-80465,3.6,102
274,4,405,Smith Group Kitchen,"Catch party side character color type. Art from international fly account threat.
Letter policy threat politics law individual cover. Or spend himself easy. Specific walk number hair.",745.09,669.89,523,2.35,True,2024-12-19 10:23:44.104742,Rodriguez PLC,SKU-81186,4.6,51
275,5,501,Schultz-Espinoza Understand,"Character television week other. Term tax account among individual beautiful window meeting. Article near middle garden field why.
End program up. In positive author picture most upon past shoulder.",762.4,693.23,435,2.14,True,2024-12-29 10:23:44.104742,"Stewart, Martinez and Fuller",SKU-42444,3.6,10
276,4,403,"Williams, Ferguson and Brown Have","Beyond check call help western really. Race form ever go source name.
Lawyer subject age. Keep management first message yard change. Remain sister notice sell his.",355.09,290.25,886,19.88,True,2024-12-17 10:23:44.104742,Estrada-Riley,SKU-41056,3.4,102
277,5,503,"Wright, Collier and Lee Pay",Itself serious room hard determine area husband society. New interesting discuss a building affect. Media official medical dinner education. Explain either campaign development listen sing very.,862.44,799.1,169,12.36,True,2024-12-24 10:23:44.104742,Parker LLC,SKU-37124,4.6,75
278,3,305,Snow PLC Mind,There whom just full ability industry. During southern local eye fill baby kid. Style role thousand fact arrive by. Deep police thank let build building window.,288.27,240.33,720,5.92,True,2024-12-26 10:23:44.104742,"Compton, Harris and Simmons",SKU-77425,5.0,92
279,1,102,Jones and Sons Business,"Bank listen simply little manager citizen live. Allow several PM agency race customer. Player must table cold water small citizen.
Identify subject list level all ask care. Process as plant police.",963.14,849.8,60,19.85,True,2024-12-18 10:23:44.104742,Mann Ltd,SKU-26631,4.4,18
280,2,202,Sims-Moore Record,"Board bring player follow. Owner make this behavior.
Plan eat PM might stage. Movie include idea election. Into agree thought.",714.28,606.79,863,13.56,True,2024-12-17 10:23:44.104742,Ruiz-Brown,SKU-85684,4.3,88
281,4,404,"Flores, Obrien and Martinez Believe",Full brother rate better audience wife news bad. Power fine half hotel mind professional. International paper such.,457.47,438.68,787,1.95,True,2024-12-23 10:23:44.104742,"Proctor, Smith and Henderson",SKU-46467,4.4,53
282,4,404,Day-Rogers Cut,Quite record would measure letter rock. At discussion relate any media in.,334.02,325.26,867,14.68,True,2025-01-12 10:23:44.104742,Ramirez Inc,SKU-70089,4.3,100
283,3,301,Nguyen LLC Agreement,"Who sort fast tell know because against. Ground assume well cold leader either. Their low bar mind.
Certain necessary mention black page loss. Attack line expert hour speech go.",797.72,672.93,439,16.51,True,2024-12-31 10:23:44.104742,Hill-Johnson,SKU-52318,4.7,50
284,5,505,"George, Roy and Carroll Month","Pass himself long.
About particular anyone box I move business. Yeah adult produce evening I summer. Every place reflect produce.
Idea if law. No few the list environmental parent dark decision.",139.29,124.95,351,17.89,True,2024-12-16 10:23:44.104742,Robinson Group,SKU-16021,3.2,103
285,4,401,"Perez, Davis and Soto Whatever","Seem door factor range individual produce. Those difference need from stop.
Rest show more traditional represent top require deep. Someone huge to most hand card two.",132.99,110.6,467,0.11,True,2024-12-16 10:23:44.104742,King-Shaffer,SKU-36518,5.0,20
286,3,302,"Barker, Martinez and Kennedy Feel","Let time our boy democratic trouble. Action drop smile forget.
Above realize quite water onto college experience attention. Class number market become.",875.68,748.53,670,7.27,False,2024-12-15 10:23:44.104742,"Rice, Huerta and Kim",SKU-97098,4.8,27
287,1,104,Garza Ltd Place,"Company success professional fly else. Bill left budget or sell them. Successful yeah happy still will. Pay early give bar new change card any.
Black keep window.",629.35,591.52,239,8.64,False,2024-12-20 10:23:44.104742,Gomez-Collins,SKU-22475,3.0,66
288,1,102,Thomas-Davis Similar,"Modern case including laugh image goal occur. Treat which economic since. Billion eat high buy if alone.
Specific majority eight appear company executive. First east suddenly real film Mr ten.",597.74,559.49,9,0.26,True,2024-12-27 10:23:44.104742,Patrick-Chavez,SKU-25806,5.0,57
289,2,204,Gibson-Anderson Produce,Voice music ask no wonder support great. Whole first third including. Improve focus nearly something nor.,80.12,65.53,825,2.14,True,2024-12-31 10:23:44.104742,Patrick-Barnes,SKU-49223,3.3,109
290,2,202,Haley Inc See,"Light then might reduce spring indicate table magazine. Public research shake price manager senior field.
Town Democrat information drive speech. Personal about success most recent fact.",77.73,62.31,665,3.37,True,2024-12-25 10:23:44.104742,Clay-Deleon,SKU-37925,4.3,23
291,4,405,"Clark, Adams and Vargas Seat",Include perhaps miss treatment order argue. Day raise deep. In course lot environmental return simple fast. Institution enter marriage thought decide star see.,689.7,581.73,918,2.1,True,2024-12-16 10:23:44.104742,Smith-Adkins,SKU-87276,4.5,48
292,4,403,"Stephens, Smith and Graham Physical","Information appear large meeting carry amount. Job reality my difficult across.
Economy matter responsibility truth. Own while model spend safe green.",793.17,678.47,86,5.04,True,2025-01-05 10:23:44.104742,Carpenter PLC,SKU-89638,3.6,98
293,1,103,Middleton-Daugherty Before,Ever pass yes military own. Deep tonight research simply standard garden small. Gas television better believe.,213.39,192.46,765,7.9,True,2024-12-24 10:23:44.104742,Edwards-King,SKU-41370,4.0,19
294,2,204,Gardner Inc Carry,Degree response ball federal often. Enjoy agree share record direction be meet. Individual lose environment group range drop affect.,641.7,581.16,12,19.74,True,2025-01-10 10:23:44.104742,Cantu-Wilson,SKU-27299,3.8,78
295,4,403,"Nicholson, Thompson and Johnson Head",Even recognize everyone key speech thousand challenge. Person in service oil. Go decision goal blood quickly.,550.89,524.75,977,19.75,False,2025-01-07 10:23:44.104742,Barnett-Clark,SKU-86986,3.1,38
296,2,201,"Rivers, Burnett and Reed Expect",Group better letter three finish including law. Mission example course tonight set field. Management though opportunity moment same.,923.35,884.44,518,5.8,True,2024-12-13 10:23:44.104742,Bush-Gilbert,SKU-64451,3.8,57
297,1,105,"Henderson, Rhodes and Grant Million",Put natural beat magazine matter strategy. Hit piece computer big floor television ready. Effort foreign huge.,542.28,463.92,317,1.67,True,2025-01-08 10:23:44.104742,Blackwell LLC,SKU-30365,4.1,57
298,5,501,Snyder Ltd Likely,Thus dog top kid person wonder appear. First process too remain four more position bank.,317.07,299.94,866,4.85,True,2024-12-30 10:23:44.104742,Mccarty-Boyd,SKU-66948,3.2,83
299,5,501,"Vaughn, Ellis and Mills Appear","Like tonight forget explain. Court lead trade morning Mr significant look most. Shoulder imagine citizen somebody but perform. Thank floor feel year.
Bit close military within. Put future six book.",316.2,294.57,179,2.48,True,2024-12-20 10:23:44.104742,Daugherty-Grant,SKU-11487,3.3,48
300,5,505,Washington-Chandler Cold,Would increase executive summer interesting themselves produce. Realize position table marriage. House rise doctor see how final box.,785.16,668.84,380,2.63,True,2024-12-20 10:23:44.104742,Moore-Williams,SKU-45227,4.5,25
301,1,103,Blevins and Sons Cause,"Positive debate detail friend condition race benefit beyond. Movie clearly fund simply rather.
Toward rather floor moment support. Affect remain impact organization strong trade.",809.04,731.99,269,14.28,True,2025-01-04 10:23:44.104742,"Alvarez, Mitchell and Rodriguez",SKU-20101,4.0,72
302,3,301,Townsend Inc Major,"Thought seat his down result current yet. Provide individual carry forward. This kitchen heart value class.
Personal daughter ever develop film tonight money. Like behavior bill purpose would end.",504.61,420.53,161,5.18,True,2024-12-25 10:23:44.104742,Collier-Miles,SKU-85223,4.3,22
303,2,205,Walton-Chang Whom,"Successful nature value billion be prevent. Measure talk point bag school remember.
Case new sell buy international method. Direction sit future cultural better.",12.54,12.2,250,1.02,True,2024-12-16 10:23:44.104742,Patrick-Odonnell,SKU-29671,3.4,14
304,5,504,Smith PLC Product,All choice have provide Congress way stock everyone. Direction tend look front challenge sure. Final wear imagine energy southern financial.,232.27,205.15,737,6.47,True,2025-01-05 10:23:44.104742,"Marquez, Stanley and Brown",SKU-84912,3.7,66
305,1,102,Herrera-Price Movie,Risk stage small back ok. Take cell all cup similar wonder mean life. Wonder perform character final newspaper tell.,230.95,230.09,976,8.08,True,2024-12-27 10:23:44.104742,Collier PLC,SKU-47002,4.5,45
306,3,301,Rios-Edwards Could,"Improve however old stock few order. Seem ok easy process thing expect.
Woman scene fish participant. However key cold could. When history discussion care sing fund.",557.56,487.19,298,11.32,True,2025-01-12 10:23:44.104742,White-Acevedo,SKU-91620,3.5,52
307,5,504,Nichols-Montes Rise,"As student woman base. Pick politics provide that real professional woman. Husband technology window sure present.
Hotel never produce buy.",997.81,837.25,922,10.98,True,2024-12-19 10:23:44.104742,Stephens Ltd,SKU-29735,3.0,60
308,1,102,Robles and Sons Little,"Ten away machine kind answer course.
Case week glass process. Worker hope sit my. Believe along if through official area medical.
Direction character make scientist than son.",546.13,528.61,898,0.29,True,2024-12-23 10:23:44.104742,"Miller, Price and Hood",SKU-96154,3.8,102
309,3,301,Holden-Schmidt Box,Finally side eye speech thing above however. A positive to mouth none place least. New probably agency happy hour blood.,213.14,188.41,984,1.29,True,2025-01-05 10:23:44.104742,Ryan Ltd,SKU-46677,3.2,36
310,5,504,Friedman-Gonzalez Example,"Institution public three cost. Beautiful garden star gun buy hand education.
Seat character despite sport.",703.84,627.61,765,1.79,False,2025-01-01 10:23:44.104742,"Miller, Marshall and Hernandez",SKU-27499,4.3,52
311,1,105,Ward-Schmitt Yourself,"Really answer century situation report strong improve miss. Shake include argue result.
Born hot all interest fund citizen. Your do include seem her. Their throughout real dream water.",572.14,533.52,133,4.81,True,2024-12-30 10:23:44.104742,Wells LLC,SKU-51288,4.9,55
312,3,303,Mercer and Sons Show,"Worry face sense threat speech produce. Knowledge play take approach. Place across performance thank edge difference including.
Anyone reach summer knowledge. Debate shoulder eye the home.",458.23,373.43,207,2.81,True,2025-01-05 10:23:44.104742,"Morgan, Brown and Weaver",SKU-24283,3.3,33
313,4,404,Edwards PLC Performance,"Radio student become smile pretty produce. Center central word hot.
Organization window thousand brother must floor listen. Street travel line door.",320.89,291.11,987,15.43,True,2025-01-09 10:23:44.104742,Turner-Golden,SKU-70731,3.5,19
314,1,102,Robinson and Sons Project,"Within bag herself. Shake prevent best threat more.
Two sea big talk bring enough. Soon thousand describe idea read prove several.",809.52,781.41,713,12.11,True,2025-01-03 10:23:44.104742,Kennedy PLC,SKU-52964,3.3,98
315,2,203,Shaw Group Become,"Gas would type former responsibility activity. Look action huge throw member consider front quickly.
Past prepare hold road mother. Front prevent age security care. Although across someone by.",402.28,376.31,266,16.42,True,2025-01-11 10:23:44.104742,Horton-Turner,SKU-63004,4.7,75
316,5,502,Chapman-Christian Recognize,"Detail rock here receive work about yourself. Industry affect on discuss line its push film.
Save north which property never so. Include before position already positive happy him.",103.78,99.71,143,2.52,False,2025-01-09 10:23:44.104742,Gonzalez-Shea,SKU-39135,3.3,59
317,3,301,Morgan Ltd Important,Instead name office possible pattern. Total poor after choice figure voice maybe source. Outside mouth consider chair city clear.,586.5,576.81,76,0.53,False,2025-01-04 10:23:44.104742,"Combs, Taylor and Ruiz",SKU-94670,3.9,24
318,1,103,"Huber, Rosario and Whitehead Put",Check for amount not student itself imagine. Nature offer argue. Along become his real today clear art.,131.3,117.15,172,18.49,True,2024-12-13 10:23:44.104742,Mclaughlin LLC,SKU-61773,4.0,51
319,4,402,"Brown, Adams and Mason Government","Wind here nature everyone. Election computer teach strategy move north per.
Scene wear begin hand Congress. Fund economy they compare.",360.4,301.81,286,8.98,True,2024-12-14 10:23:44.104742,Gonzalez-Carter,SKU-90492,4.2,33
320,3,304,Gillespie-Carr Fall,"Range animal myself walk always determine receive. Only race room nice. Throughout energy bit nearly treat least voice.
Exist it again animal wear leg.",417.87,374.33,89,5.67,True,2024-12-26 10:23:44.104742,Gilbert-Rose,SKU-36143,4.3,73
321,2,205,Morse Ltd While,"Trade five through. Mr similar decade guy one lead send mind. Money country instead street these pick.
Again operation federal end light both agree own. Realize figure college. Father employee may.",796.9,762.14,367,9.65,True,2024-12-31 10:23:44.104742,Anderson-Spears,SKU-55093,4.8,72
322,3,304,Stephenson-Rice Art,Money onto off art doctor debate direction. Sign or serve seek late. Election whatever goal student paper community prove exist.,277.73,239.9,224,0.68,True,2025-01-12 10:23:44.104742,Campbell-Johnson,SKU-46822,3.1,66
323,5,503,"Nelson, Smith and Villegas Fly","Whose unit what education specific month.
Wait own large sing tend result. Whether establish feel present group. Plan themselves generation else almost. Speak trial nice.",769.17,765.17,102,5.03,True,2025-01-05 10:23:44.104742,Harris-Williams,SKU-79951,4.6,97
324,1,102,Griffin Ltd Kind,"Bit arrive then relationship. War laugh letter represent face or financial culture.
Occur amount rich public manage.
Natural paper rather.
Determine hard unit cultural. Position game later human.",579.94,509.0,957,16.8,True,2024-12-18 10:23:44.104742,Garcia-Rivera,SKU-33081,3.5,51
325,3,305,"Jackson, Berry and Medina Spend","Teacher true respond affect stock. Still thousand trouble show.
Standard picture majority various personal soon. Free five school professor.",37.92,33.01,581,11.32,True,2024-12-21 10:23:44.104742,Case Group,SKU-34672,4.7,69
326,5,503,Chandler PLC Help,"Lot hundred save provide small character. Sometimes speak drop learn. But head policy growth this fight service threat.
Kitchen fine head exactly every avoid.",183.8,150.36,238,12.07,False,2025-01-11 10:23:44.104742,"Ramirez, Mercer and Brown",SKU-72650,3.0,82
327,2,202,"Watson, Ford and Mccann Quality","Trouble stop know paper lot person once. Detail agency question manage few.
Total enter you current beat various. Help wrong improve many. Ability anything imagine southern protect wonder.",347.35,341.71,864,17.38,False,2025-01-07 10:23:44.104742,Davis LLC,SKU-29360,4.2,21
328,1,105,"Salinas, Gilmore and Stephenson Question",Probably use teach yet newspaper three daughter. Light none training debate wife west anything. Director inside last Republican you picture. Meet the operation area responsibility quite prove.,862.06,702.16,721,18.84,True,2024-12-13 10:23:44.104742,Smith Group,SKU-23242,3.7,46
329,2,202,Rasmussen-Collins List,Expert note force look when. Bag own newspaper study however husband hour. Difference still early outside government. Participant institution thought issue smile conference who.,735.03,704.43,983,9.8,True,2024-12-30 10:23:44.104742,"Mendoza, Morris and Cooper",SKU-83659,4.4,85
330,3,302,"Flynn, Gaines and Morales Each",Step relationship opportunity. Training space entire. Cultural account home commercial something give American world.,668.88,558.56,314,14.71,True,2024-12-17 10:23:44.104742,Hamilton-Sampson,SKU-33292,4.5,93
331,5,504,Gonzales and Sons Option,"Agency buy of wear mouth. Heart scientist even road career leg hour. Poor summer ten hundred grow glass.
Hundred foreign need same forget support capital bank. Claim modern dinner pass no animal.",852.25,846.32,33,3.72,True,2024-12-19 10:23:44.104742,Schultz and Sons,SKU-90134,3.4,80
332,1,104,Sanchez LLC List,"Board song everything despite. Position increase draw.
Customer citizen coach get your. Relationship a PM study while movement.",149.24,121.71,355,19.65,True,2024-12-20 10:23:44.104742,"Murphy, Oneill and Gibson",SKU-21629,4.6,89
333,3,304,Smith-Simon Laugh,"Many movement remember. Off force all one experience player.
Standard remain nation military. His until this by within herself.",21.28,18.09,69,7.07,True,2025-01-06 10:23:44.104742,Beck Ltd,SKU-10167,3.1,63
334,4,402,Bruce Inc Compare,"State human send arrive. Likely story country future choose trial top himself. Rate able baby star.
Organization plant subject away. Power attack federal imagine. Easy lot another I their.",885.71,864.76,359,10.97,True,2024-12-28 10:23:44.104742,Collins PLC,SKU-72847,4.6,80
335,2,202,"Johnson, Sullivan and Gonzales About","Sit street raise reduce fine face.
Election three agreement truth represent. Foreign clearly last success or table. Success ask couple some.",456.77,442.68,301,0.5,True,2024-12-18 10:23:44.104742,"Evans, Gonzalez and Greene",SKU-23726,3.1,30
336,4,402,Sanchez Group Kitchen,Forget quite three yeah financial. Specific again without window. Never loss much information finally church assume. Majority expert democratic what news Congress design economic.,734.67,726.12,95,6.83,True,2024-12-26 10:23:44.104742,Mendez-Wall,SKU-73273,4.4,58
337,2,205,"Thompson, Mitchell and Kelly Do",Could have fly eat win smile take. Central activity image.,890.86,722.23,339,4.19,True,2025-01-07 10:23:44.104742,Miranda Ltd,SKU-82628,4.4,98
338,5,503,Smith-Salazar Idea,"System scene out perform step gas. Officer program choice early training.
To contain responsibility employee gas. Energy budget science pay.",663.99,562.74,50,7.92,True,2025-01-03 10:23:44.104742,Mills-Cohen,SKU-74349,3.3,56
339,1,104,Wu PLC Bag,"This follow seven trouble hundred determine. Feel nice range outside soldier trip.
Day space call while control executive. Rest experience traditional break usually your. Each think always history.",96.75,90.21,614,9.66,False,2024-12-17 10:23:44.104742,"Kennedy, Nelson and Bryan",SKU-37125,3.3,46
340,1,104,Payne Ltd Section,"Make read either. Hotel get page case return floor.
Much door public. Protect prepare know ok pattern beat. Fast team discover financial out important nice.",845.33,808.96,482,9.83,True,2025-01-03 10:23:44.104742,Davis-Johnston,SKU-21945,4.3,53
341,2,203,"Wong, Lee and Lewis Character","Specific senior candidate represent baby its. Just natural amount body section.
Drive ok water evening field meeting. Product career relate play record clear.",886.64,742.4,45,5.34,True,2025-01-01 10:23:44.104742,Mcintyre-Floyd,SKU-39654,4.7,77
342,1,102,"Baxter, Carpenter and Rodriguez Firm","Begin security knowledge sit. Office without event degree threat.
Rise sure charge provide. Air though black get meeting.",754.71,618.37,684,6.94,True,2024-12-22 10:23:44.104742,Moody-Ward,SKU-87296,3.5,14
343,4,405,"Pearson, Bryant and Garcia Manage","Trip sit past figure church life.
Fine risk the type certain. Because young Mrs understand hotel.
Ok source surface save young education. Cup operation least yet soon.",424.45,397.88,958,9.55,True,2024-12-26 10:23:44.104742,"Caldwell, Peterson and Johnson",SKU-72424,3.6,52
344,1,105,"Brown, Hurst and Rogers House","Bad better foot. Shake see draw find month. Whole fast single onto reveal.
Usually offer account ground water six. Day maybe positive age.",575.51,552.54,693,19.66,True,2024-12-27 10:23:44.104742,Jackson Ltd,SKU-68856,3.3,26
345,2,202,Moody Group Truth,"Walk hot baby computer. Difficult loss begin return.
Every recent however. Box ago else piece ask technology. Cold commercial crime guy suggest. Least movie adult check American attorney Mr modern.",134.92,110.05,699,8.76,True,2024-12-30 10:23:44.104742,Leonard LLC,SKU-92211,3.3,80
346,3,303,"Hensley, Patrick and Stewart Partner","Including true inside. Way parent break benefit. Fund three relationship move easy so. Senior per recently.
Throughout any federal itself task catch tell. Young trouble late.",911.7,876.57,89,7.82,True,2024-12-14 10:23:44.104742,Murphy-Hughes,SKU-52746,4.7,70
347,4,401,"Fox, Simmons and Gonzalez Put","Future want machine parent.
Threat because house arm sense. Hard near coach because cold attorney east. Floor health whether music southern dinner.",788.69,723.63,800,8.45,True,2024-12-24 10:23:44.104742,"Byrd, Wright and Christensen",SKU-29424,4.1,77
348,1,101,Weeks-Sanders Until,Owner recently hard the. Quality shoulder new. System responsibility become culture international.,567.06,542.76,888,10.76,True,2025-01-09 10:23:44.104742,"Nunez, Johnson and Morales",SKU-63856,3.5,86
349,4,405,"Ward, Smith and Bowman Product","Better happen to share now. Player strategy available.
Data money plan. Matter international lead head house.",612.87,511.41,412,2.96,True,2025-01-11 10:23:44.104742,"Flores, Jordan and Hamilton",SKU-62654,3.1,51
350,2,201,Goodwin Ltd City,Relationship state write. Run policy character amount throw offer.,748.29,638.83,381,0.5,True,2024-12-14 10:23:44.104742,Burns PLC,SKU-49722,3.6,72
351,1,102,Le-Anderson Mrs,"Else cultural grow single state.
Scene stuff probably answer. Career act size. Break serve he together week.",143.04,127.11,845,6.49,True,2024-12-20 10:23:44.104742,Boyer Ltd,SKU-89295,4.3,28
352,4,402,Young-Wilson List,"Already network ago always.
International indeed young body who character himself. Make staff in ahead local now sing company. Value protect apply too company party old.",914.3,866.93,777,10.38,True,2024-12-30 10:23:44.104742,Garcia-Moore,SKU-17367,4.0,24
353,1,103,Davis-Austin Right,"Performance note thought attack brother red. Other administration coach cell institution.
Can outside business. Summer machine institution whole.",712.47,589.31,871,10.53,True,2024-12-31 10:23:44.104742,Velasquez-Martinez,SKU-32772,3.4,35
354,1,102,"Johnson, Wells and Campbell Guess","Tend low if they. Lot respond within very administration.
Natural discuss loss majority year everything voice along.",42.74,42.04,721,4.06,True,2025-01-11 10:23:44.104742,Jones-Martin,SKU-70846,4.0,88
355,1,101,Strong PLC Artist,"Suddenly continue teacher human or throw. Customer item fast table. Knowledge term ever statement.
Person sea impact must. Hot away cost reduce report close. Within else civil across.",249.52,229.26,181,19.21,True,2024-12-28 10:23:44.104742,Kelly-Baker,SKU-82264,3.7,26
356,3,301,"Rose, Jones and Pope Back","Majority soldier involve so. Crime several dog sense certain point manage.
Choice arrive large share price director traditional check. Official when hair.",292.22,236.68,874,11.49,True,2024-12-31 10:23:44.104742,Walters-Reyes,SKU-39012,4.3,91
357,2,203,"Lee, Ryan and Phillips Customer",Detail learn better college wind. Read specific compare system something think wish result. Create base turn heart wait.,655.07,526.68,799,19.35,True,2024-12-27 10:23:44.104742,Chase PLC,SKU-72140,4.8,91
358,2,205,Miller LLC Mouth,Rock Republican everyone forget memory usually. Its success talk security. Of ago citizen attention.,802.86,682.81,824,18.87,True,2025-01-05 10:23:44.104742,"Cunningham, Pratt and Price",SKU-94245,3.6,55
359,3,304,Williams-Hawkins System,Theory direction if impact popular prevent. Claim money account thought matter sort. Hard argue young else main relate.,259.48,223.26,533,16.5,True,2024-12-29 10:23:44.104742,"Ramsey, Johnson and Sims",SKU-23410,3.0,91
360,3,305,Avila-Hall High,Series sound machine Congress than. Occur respond final beat other.,650.87,557.49,700,2.25,False,2024-12-24 10:23:44.104742,Gonzales Inc,SKU-46239,4.3,43
361,3,303,"Montgomery, Burns and Thompson Yard","Real knowledge role pay. Base Congress huge wonder century. Care sing reveal enough.
Land opportunity growth market.",196.48,187.26,921,1.23,True,2024-12-27 10:23:44.104742,"Reed, Jensen and Davis",SKU-88647,3.8,51
362,2,201,Brown Ltd Brother,"Make both day identify.
Once health clear nation study Democrat purpose concern. Production wall computer result across go its. Group only challenge true.",658.85,561.26,428,8.15,True,2025-01-03 10:23:44.104742,Lawson-Hernandez,SKU-86418,4.4,81
363,2,203,"Wilson, Alexander and Johnson Project","Order use impact serious free. Body history dinner game treatment recognize run society.
Now idea attorney people already service up. Yard state significant either.",729.28,683.53,653,15.72,True,2025-01-05 10:23:44.104742,"Lyons, Reeves and Fisher",SKU-98063,3.7,47
364,2,205,Moore-Cooper Similar,"Would also current life face fact. True important arrive cover.
About any market nation produce travel service. Industry him artist power identify activity five amount. Sister three guy sell choose.",189.32,169.29,758,5.25,True,2025-01-09 10:23:44.104742,"Gray, Fox and Mcconnell",SKU-33995,4.9,47
365,1,102,Mcgee Inc Others,"View smile card right. Involve wait follow PM try. Summer language church possible return bad.
Myself for enter. Door material investment home talk.",361.73,352.43,430,15.78,True,2024-12-20 10:23:44.104742,Crawford PLC,SKU-44152,4.2,64
366,1,104,"Shepherd, Knapp and Walker Five","Visit town employee deal. Story bed age effect.
Gas Congress company all phone hot. College interest interest us investment rule enough. To just from the available deep.",63.14,57.88,966,12.45,True,2024-12-23 10:23:44.104742,Perkins-Gray,SKU-35499,4.0,93
367,4,405,"Flores, Flores and Franklin Level","Message into city. Type individual growth bill.
Fund quality try with exactly fall. Set increase practice song chance. Already candidate hot ten finish. Deep wall that ok first government right.",305.37,297.48,154,2.83,True,2025-01-11 10:23:44.104742,Mueller Ltd,SKU-63633,5.0,66
368,2,203,Watkins Group National,"Blood plant clearly use art sport nothing. Important interest by staff.
Catch leave sound still into catch form. Along today under western hit. I hope they hard popular election vote.",863.77,825.58,499,6.72,True,2025-01-07 10:23:44.104742,"White, Pruitt and Archer",SKU-51079,4.3,8
369,4,403,"Adkins, West and Davis Memory","Garden so politics government. Instead safe choose physical physical president answer. Blue serve above whom free.
Provide religious coach brother capital shake skin eight. To on our property.",217.29,181.16,782,3.25,True,2024-12-19 10:23:44.104742,"Arnold, Wright and Skinner",SKU-21539,3.3,65
370,4,404,Payne-Flores Say,"Ball add our box. School or analysis two.
Attorney area organization follow under us. Area girl fine term.
Help method focus traditional live. Cup for Democrat.",434.74,381.12,38,10.72,True,2024-12-28 10:23:44.104742,Cummings-Hale,SKU-11845,4.8,104
371,5,502,Miller-Bautista Structure,"Few quality rise add learn half he by. Open his point environment always similar.
Board save reduce heavy.
Set official up teacher religious yeah entire. Year scene trip head voice could sea life.",27.74,25.67,254,4.6,True,2025-01-12 10:23:44.104742,Wood-Torres,SKU-50906,3.3,57
372,5,505,Wong-Mcdaniel Message,Discussion wait security couple customer. To painting kid build. Training level job tax whole.,313.05,302.02,305,18.97,True,2025-01-10 10:23:44.104742,Medina PLC,SKU-78195,4.2,51
373,4,402,Lewis LLC Fine,Help see cultural radio first far couple. Data country she manage traditional interesting. Nation gas commercial lay gas college away.,349.31,313.69,768,3.85,True,2024-12-15 10:23:44.104742,Hall and Sons,SKU-62873,3.0,31
374,2,202,Salazar LLC Nature,"Quite firm seat few. Ball list person senior actually star reveal at. Pay he bring thing between something.
Finally maintain edge likely. Him force explain wear success.",736.74,663.75,126,7.4,True,2024-12-25 10:23:44.104742,"Russell, Kelley and Harper",SKU-14897,3.8,86
375,3,305,"Garcia, Hoffman and Rivera Move",Success church performance throw for. System card hard identify thank partner. Present certainly behavior even.,626.9,626.24,677,2.25,True,2024-12-24 10:23:44.104742,Bean Inc,SKU-16322,4.4,59
376,4,404,"Shepard, Wilson and Acosta Maintain","Commercial down think pay sing. Free low to beautiful art then this.
Box might itself thousand day wind. While study test knowledge question.",132.36,118.45,156,4.19,True,2025-01-04 10:23:44.104742,Stewart and Sons,SKU-11219,3.6,88
377,1,105,"Phillips, Shepard and Shannon But","Party town beat building without professional. A take paper office letter thing.
Fish instead owner take guy. Social fine something economic police. Soldier bar sense music.",277.28,260.68,428,16.63,True,2024-12-24 10:23:44.104742,Johnson-Williams,SKU-90962,3.2,18
378,1,104,Hendricks-Lopez Evidence,"Usually tend goal evening require. Small almost their bad into give main.
Front military relate add could. Now fly decide future growth.",206.66,197.48,851,10.51,True,2025-01-06 10:23:44.104742,Baker LLC,SKU-63707,3.6,10
379,5,504,Fields-Boyer World,Live argue design heart fund listen. Billion process reach. End both teach he debate spring plant everything. Present six training baby say.,911.25,899.06,338,4.77,False,2024-12-21 10:23:44.104742,Lopez and Sons,SKU-21665,4.8,80
380,4,402,Gonzalez LLC Season,Research politics activity walk responsibility. Kind administration live show mention base. It fast can study thing. Company how smile decade.,949.95,857.18,740,14.5,True,2024-12-19 10:23:44.104742,Mcdowell-Morrison,SKU-94454,3.5,41
381,3,304,"Contreras, Conner and Walters Smile","It throw deep but standard leg argue.
Shoulder she world. Soldier wide man carry sit may.
Choice miss order young both. Something agency degree adult. Practice base drop step to.",59.58,49.75,40,17.06,True,2024-12-17 10:23:44.104742,Fox Ltd,SKU-98705,3.6,103
382,1,101,Davis-Franklin Draw,"Cell last positive message along. National art type sound class occur reason.
Third hold hotel western institution. Letter culture here current change public happy.",852.73,690.01,872,2.85,True,2024-12-15 10:23:44.104742,Brown-Manning,SKU-53078,3.7,65
383,5,503,Elliott Ltd Town,"Key speech move if. Minute less miss of.
Option western loss.
Why performance week arrive discuss now. Party growth professional key cover dinner.",879.69,769.31,350,3.74,True,2025-01-10 10:23:44.104742,Keith Inc,SKU-69839,3.5,54
